symbol,action,verdict,confidence,size,reasoning,timestamp
DOGE,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for DOGE: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:39:31.376728+00
ADA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for ADA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:39:33.39487+00
AVAX,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AVAX: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:39:35.414107+00
LINK,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for LINK: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:39:37.434632+00
SPY,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for SPY: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:40:39.498045+00
QQQ,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for QQQ: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:40:41.51704+00
IWM,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for IWM: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:40:43.536673+00
AAPL,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AAPL: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:40:45.55688+00
MSFT,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for MSFT: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:40:47.576121+00
NVDA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for NVDA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:40:49.596557+00
AMZN,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AMZN: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:40:51.614708+00
META,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for META: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:40:53.633579+00
GOOGL,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for GOOGL: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:40:55.652237+00
TSLA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for TSLA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:40:57.672029+00
AMD,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AMD: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:40:59.69044+00
SMCI,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for SMCI: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:01.709046+00
PLTR,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for PLTR: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:03.729607+00
AVGO,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AVGO: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:05.748267+00
COIN,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for COIN: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:07.767633+00
MSTR,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for MSTR: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:09.785802+00
MARA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for MARA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:11.80611+00
JPM,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for JPM: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:13.825324+00
BAC,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for BAC: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:15.84592+00
GS,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for GS: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:17.865673+00
DIS,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for DIS: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:19.885901+00
NFLX,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for NFLX: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:21.905876+00
UBER,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for UBER: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:23.926024+00
BTC,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for BTC: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:25.94451+00
ETH,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for ETH: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:27.962605+00
SOL,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for SOL: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:29.981305+00
DOGE,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for DOGE: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:32.001669+00
ADA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for ADA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:34.022162+00
AVAX,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AVAX: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:36.042515+00
LINK,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for LINK: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:41:38.061579+00
SPY,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for SPY: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:42:40.101733+00
QQQ,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for QQQ: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:42:42.121339+00
IWM,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for IWM: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:42:44.139597+00
AAPL,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AAPL: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:42:46.158435+00
MSFT,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for MSFT: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:42:48.177887+00
NVDA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for NVDA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:42:50.195787+00
AMZN,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AMZN: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:42:52.21517+00
META,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for META: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:42:54.234396+00
GOOGL,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for GOOGL: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:42:56.252708+00
TSLA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for TSLA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:42:58.270447+00
AMD,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AMD: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:00.289298+00
SMCI,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for SMCI: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:02.308439+00
PLTR,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for PLTR: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:04.327695+00
AVGO,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AVGO: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:06.347787+00
COIN,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for COIN: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:08.3673+00
MSTR,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for MSTR: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:10.385256+00
MARA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for MARA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:12.404326+00
JPM,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for JPM: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:14.423883+00
BAC,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for BAC: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:16.443973+00
GS,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for GS: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:18.464417+00
DIS,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for DIS: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:20.48955+00
NFLX,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for NFLX: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:22.509969+00
UBER,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for UBER: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:24.529004+00
BTC,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for BTC: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:26.548985+00
ETH,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for ETH: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:28.567081+00
SOL,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for SOL: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:30.587071+00
DOGE,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for DOGE: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:32.607274+00
ADA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for ADA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:34.628281+00
AVAX,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AVAX: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:36.646899+00
LINK,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for LINK: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:43:38.667719+00
SPY,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for SPY: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:44:40.745339+00
QQQ,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for QQQ: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:44:42.764229+00
IWM,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for IWM: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:44:44.784519+00
AAPL,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AAPL: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:44:46.801906+00
MSFT,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for MSFT: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:44:48.819848+00
NVDA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for NVDA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:44:50.837797+00
AMZN,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AMZN: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:44:52.855141+00
META,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for META: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:44:54.873036+00
GOOGL,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for GOOGL: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:44:56.892296+00
TSLA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for TSLA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:44:58.911859+00
AMD,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AMD: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:00.930223+00
SMCI,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for SMCI: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:02.951675+00
PLTR,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for PLTR: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:04.971558+00
AVGO,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AVGO: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:06.992576+00
COIN,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for COIN: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:09.012998+00
MSTR,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for MSTR: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:11.033212+00
MARA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for MARA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:13.054621+00
JPM,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for JPM: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:15.07557+00
BAC,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for BAC: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:17.095972+00
GS,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for GS: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:19.116149+00
DIS,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for DIS: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:21.135174+00
NFLX,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for NFLX: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:23.160154+00
UBER,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for UBER: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:25.179823+00
BTC,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for BTC: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:27.200553+00
ETH,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for ETH: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:29.221159+00
SOL,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for SOL: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:31.240541+00
DOGE,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for DOGE: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:33.261686+00
ADA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for ADA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:35.279317+00
AVAX,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AVAX: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:37.300742+00
LINK,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for LINK: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:45:39.321777+00
SPY,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for SPY: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:46:41.390269+00
QQQ,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for QQQ: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:46:43.410614+00
IWM,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for IWM: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:46:45.431704+00
AAPL,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AAPL: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:46:47.451102+00
MSFT,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for MSFT: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:46:49.471548+00
NVDA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for NVDA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:46:51.489341+00
AMZN,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AMZN: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:46:53.508212+00
META,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for META: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:46:55.526665+00
GOOGL,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for GOOGL: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:46:57.545595+00
TSLA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for TSLA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:46:59.565117+00
AMD,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AMD: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:01.582509+00
SMCI,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for SMCI: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:03.602839+00
PLTR,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for PLTR: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:05.620597+00
AVGO,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AVGO: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:07.638798+00
COIN,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for COIN: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:09.658526+00
MSTR,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for MSTR: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:11.678243+00
MARA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for MARA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:13.698833+00
JPM,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for JPM: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:15.719778+00
BAC,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for BAC: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:17.740404+00
GS,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for GS: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:19.761119+00
DIS,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for DIS: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:21.779271+00
NFLX,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for NFLX: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:23.799278+00
UBER,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for UBER: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:25.8177+00
BTC,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for BTC: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:27.837398+00
ETH,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for ETH: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:29.857157+00
SOL,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for SOL: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:31.875838+00
DOGE,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for DOGE: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:33.895774+00
ADA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for ADA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:35.917447+00
AVAX,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AVAX: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:37.937461+00
LINK,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for LINK: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:47:39.955449+00
SPY,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for SPY: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:48:42.026444+00
QQQ,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for QQQ: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:48:44.047802+00
IWM,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for IWM: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:48:46.066809+00
AAPL,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AAPL: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:48:48.08445+00
MSFT,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for MSFT: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:48:50.104107+00
NVDA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for NVDA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:48:52.121272+00
AMZN,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AMZN: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:48:54.14245+00
META,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for META: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:48:56.162772+00
GOOGL,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for GOOGL: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:48:58.181071+00
TSLA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for TSLA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:00.202128+00
AMD,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AMD: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:02.22251+00
SMCI,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for SMCI: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:04.240632+00
PLTR,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for PLTR: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:06.260644+00
AVGO,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AVGO: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:08.279994+00
COIN,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for COIN: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:10.298568+00
MSTR,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for MSTR: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:12.317386+00
MARA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for MARA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:14.337649+00
JPM,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for JPM: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:16.355852+00
BAC,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for BAC: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:18.376332+00
GS,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for GS: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:20.395741+00
DIS,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for DIS: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:22.415922+00
NFLX,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for NFLX: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:24.434047+00
UBER,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for UBER: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:26.453193+00
BTC,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for BTC: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:28.470597+00
ETH,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for ETH: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:30.488941+00
SOL,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for SOL: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:32.508431+00
DOGE,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for DOGE: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:34.527632+00
ADA,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for ADA: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:36.547572+00
AVAX,BUY,EXECUTE,0.83,3.33,"Score-weighted consensus for AVAX: tech=1.0, fund=0.5, sent=1.0 → avg=0.83 → BUY",2026-02-23 16:49:38.566073+00
